,yt_title,comment
434,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I like how yung gravy just pops out outta no where and is just chillin
435,bbno$ & Rich Brian - edamame (Official Video) - YouTube,First time when i heard this i thought it was russian.
436,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I can't stop singing it in my mind even when I'm asleep 😁
437,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Tik Tok song 🤣🤌 Love Brian ❤ Wish you guys all the best!! 🙏
438,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Shanghai Knights be looking different from how I remember it as a kid.
439,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This is one of the only rap songs that actually hits hard, you have done it again bbno$"
440,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Hopefully he bought Tesla calls 😂
441,bbno$ & Rich Brian - edamame (Official Video) - YouTube,When a swagged up rapper teams up with an average indonesian teenage boy:
442,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Im indonesian i cant sing to fast😂😂😂
443,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Honestly without the subtitles i can't hear a fucking things but this is addicted AF!
444,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Do you know what it sound like Puff Daddy and 50 cent listen to the song good now I love this song
445,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"The collab we need, but didn’t expect!"
446,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Elder ring looking pretty good
447,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I thought i was the only one that felt cool on the cling clang part
448,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This feels like the crossover of Jimmy neutron and Timmy Turner, so different form each other but meanwhile so entertaining when they where is the same episode."
449,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Huh, Baby in the sun like the Tellatubbies. That was a good one."
450,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Damn, didn’t knew Fgteev got a new career and made this banger"
451,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Without lyrics, the music is so catchy.
With lyrics, it's getting better"
452,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I wish I could meet tho woman worthy of the sir bbno$.
453,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"this is the song stuck in my head all the time right now, blastin on the 1000w at home and also when out in the whip makes me wanna drive fast"
454,bbno$ & Rich Brian - edamame (Official Video) - YouTube,finally i found the title of this song used by yeptheboys
455,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I don't know why this song makes me think of Lil Kleine & Ronnie Flex - Drank & Drugs
456,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I cant stop hearing this song multiple times in a day
457,bbno$ & Rich Brian - edamame (Official Video) - YouTube,2pac references n everything these bros are vibes
458,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Heard this on the radio. Ngl this video shocked me.. I thought both artist would be black idk why.
459,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Is this the hype video they showed knights before they rode off into battle?
460,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"I’m hooked!!!!!
Best song I’ve heard in a long while!!
Total FIRE 🔥🙌🏻"
461,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Shiiiiit Yung gravy should spit some bars
462,bbno$ & Rich Brian - edamame (Official Video) - YouTube,0:15 idk I just remember the butter dog meme
463,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Reminds me of rizzle kicks I can’t be the only one
464,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I heard this for the first time yesterday. Wrote a whole song last night! The BEAT IS FIRE!!!!!!!
465,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Here before this hits a billion views
466,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This is the only one track  i can feel it, unfortunely....do more song like this one

Peace and love  ✌🏻"
467,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Great song ball hangin low lol
468,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This goes hard. The music video perfectly fits too.
469,bbno$ & Rich Brian - edamame (Official Video) - YouTube,One name of is-self after broke and the other after rich lol
470,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Have hit the age that I officially have no idea what the hell these things are talking about.
471,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Being summond to your boys world like
472,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I'm a time traveler and this absolutely slaps.
473,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Someone mash this up with the Reese's puffs song
474,bbno$ & Rich Brian - edamame (Official Video) - YouTube,THIS SONG IS CRAZY GOOD! 100 point for whoever create those fast beat!
475,bbno$ & Rich Brian - edamame (Official Video) - YouTube,want some hardcore? try play it on 1.25x.. thank me later...
476,bbno$ & Rich Brian - edamame (Official Video) - YouTube,U know its a good song when the first word is: 'balls'
477,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Damn the flow throughout the song is immaculate
478,bbno$ & Rich Brian - edamame (Official Video) - YouTube,you can't lie this aint bad
479,bbno$ & Rich Brian - edamame (Official Video) - YouTube,pretty good for a song about green soybeans
480,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I've re-watched this like 8 times lol keep the bars coming
481,bbno$ & Rich Brian - edamame (Official Video) - YouTube,this song is a total bop all jokes aside
482,bbno$ & Rich Brian - edamame (Official Video) - YouTube,When you have Runescape on RTX
483,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Could anyone else not tell what they were saying until you saw the subtitles and you're like ahhhhh
484,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Bro I literally can not get this song out of my head!! It’s so fire🔥🔥🔥
485,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This is the best bop to start of the decade
486,bbno$ & Rich Brian - edamame (Official Video) - YouTube,No wonder he looked familiar he’s the dude who sang lalala that one song that went did  I just forget the melody
487,bbno$ & Rich Brian - edamame (Official Video) - YouTube,it's pronounced E-DA-MA-MEh not E-DA-MA-MI
488,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"""Never ever fold for a thottie, that's an oath""
Ladies and gents this is pure gold, still hidden beneath humankind soil."
489,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Was vibing hard and then gravy showed up and I couldn’t help but laugh - loved it.
490,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"25M views on YT, 100M maybe on tiktok"
491,bbno$ & Rich Brian - edamame (Official Video) - YouTube,was making music and this demotivates me wow
492,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I had to slow down the video to see what that dude on the trail me be like what the hell
493,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This song owns and is good.

~The Pope, probably."
494,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I know English but have no idea what this song is about 🤦‍♀️
495,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This song is blowing up recently, I’m hearing it every where"
496,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Elden Ring is looking pretty hype.
497,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"3 months ago!!?, but I think I heard this song years ago"
498,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The 2020s version of Macklemore & Macklemore lol
499,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"It's every man's dream to wear an armor

- Monkey D Luffy"
500,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Like Teletubbies 🤣🤣 good one ✌🏽
501,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Reminds me a lot of drank en drugs by lil Kleine
502,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"I thought the sign said ""no dog insurance."""
503,bbno$ & Rich Brian - edamame (Official Video) - YouTube,i think this maybe the best collab in the history of music.
504,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Can anyone sing this at 2 speed I sang it at 1.75
505,bbno$ & Rich Brian - edamame (Official Video) - YouTube,no one gonna mention Yung Gravy cameo? ok...
506,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"When Edamame premiered I thought it was fire, but I never expected you to blow up this much! Quite the gamer moment."
507,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Not usually a fan of rap, but damn this one is good."
508,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"okay!! so i got here through eajpark""s twitch live streamed 2 days ago.... AND I'M BLESSED!!"
509,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Oooo now I know the title of this song..
510,bbno$ & Rich Brian - edamame (Official Video) - YouTube,They don’t even want me talking to you
511,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I found this song yesterday. I've been bumping it since I found it. God damn this is a banger 😍
512,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"0:43 Man spelled ""Pogus"", bbno$ like ""tf is a pogus?"""
513,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Big man, This ting is... is ... Man’s dunno what to blab"
514,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This song has absolutely no right being as Fire as it is! 🤣 I DEMAND A LONGER VERSION!!!! A REMIX EVEN!!!! 🔥🔥🔥🔥🔥🔥🔥🔥
515,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"They copied One Night In Bangkok, but it's banging!"
516,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I kept listening this in the radio but didn't know the name until finally last night I found it !!! Its fire 🔥!!! I'm tired of listening soft rap with no good beats.. and this is just perfect 😎
517,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Imagine if trump plays this song at his rallies
Imagine the confused look on his maga people"
518,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Here since it came out and I realized the fact that they made no effort to make the lyrics after Alex's producer made the beat shocked me in a weird way. No effort and made a fucking banger man! Props to all y'all!
519,bbno$ & Rich Brian - edamame (Official Video) - YouTube,😍brian my girlfriend like u 🗿
520,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Kling klang its so funny 🤣🤣🤣...BUT BUT ITS SO FIRE
521,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Young gravy chilling in the back haha
522,bbno$ & Rich Brian - edamame (Official Video) - YouTube,When the two smartest kids in the class work together:
523,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The only reason why this song sucks is that it only last 2 minutes damn 🔥
524,bbno$ & Rich Brian - edamame (Official Video) - YouTube,lol the views got me i didnt mean many ppl bang with this
525,bbno$ & Rich Brian - edamame (Official Video) - YouTube,One of the coolest duo ever
526,bbno$ & Rich Brian - edamame (Official Video) - YouTube,i cant recall the last time ive seen this many checkmarks in a comment section
527,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Ngl I thought he was saying ""I'm a puppy that can pee"""
528,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"There is no reason, just, at all, that this should go so hard 🔥🔥🔥"
529,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"the right song title is ""cling clang"""
530,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I TOLD Y'ALL IT WAS GOING TO BE A BANGER LETS FRICKEN GOOOO
531,bbno$ & Rich Brian - edamame (Official Video) - YouTube,And Yung Gravy was there for some reason
532,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Rich Brian really killed them lyrics though
533,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I like Rich Brian because im Indonesia and Rich Brian is indonesia
534,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Does this remind anyone else of Rizzle Kicks??
535,bbno$ & Rich Brian - edamame (Official Video) - YouTube,DAMN!!! EXCEPTED BY JACKSEPTICEYE!!! good job!! >w<
536,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Ordering edamame at the sushi restaurant will never be the same.
537,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Only good song brian has ever made
538,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Gravy shows up but says nothing.
539,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I put cling cling on Youtube and the song came out.
540,bbno$ & Rich Brian - edamame (Official Video) - YouTube,How can anyone NOT like this and wanna bust a move
541,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"idk why but the way he says ""bow"" is just fabulous"
542,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Is no one talking about that Yung Gravy is in the background?! 1:47
543,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Taking shots if you got your mask off? Lol songs a good vibe but you got me Fucked up
544,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This is the most inappropriate song ever
545,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I never got it when u said (Cling clang...) u till I saw this cup I watched the ones with the ones with no pics
546,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This got used in a YouTube short ad
547,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Searched for ""the cling cling song"""
548,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"People be sleeping on these guys, this slaps so much, Im finna be listening to this everywhere"
549,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Hal is looking for a game
550,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Here After TSM ImperialHal played this Banger each round of  code red tournament
551,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The vibe this two bring into this track is just too much 😖👌👌
552,bbno$ & Rich Brian - edamame (Official Video) - YouTube,For the longest time I've found a rap song I could actually listen. This is so like 2000s vibes and it's lit!
553,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Cant wait to play this in the new car I'm about to buy.

I'll be back in bout a month."
554,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This happen when a knight have a hollyday
555,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Usually don't really like this genre, but this is straight up fire!!!"
556,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Rare footage of mediaeval knights daily routine: colorlized.
557,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This is one of the best songs i have ever heard
558,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I thought this was Tiny Meat Gang
559,bbno$ & Rich Brian - edamame (Official Video) - YouTube,why does it resemble runescape?
560,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"just listened to this song with my new headset and heard new sounds that I didn't do with my old one, love this song even more now"
561,bbno$ & Rich Brian - edamame (Official Video) - YouTube,the magician is moving 😂😆
562,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Am I the only one who thinks about The great pretender when listening to this song? Yeah? Ohhkay
563,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Glad clang clang carried the song
564,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The collab we didn't expect but we wanted.
565,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I normally don’t like rap but this is amazing
566,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Try to get Alexa too play this…. Nightmare
567,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Curtis Waters Stunnin much!?
568,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Why nobody talking bout the yung gravy wizard
569,bbno$ & Rich Brian - edamame (Official Video) - YouTube,love rich brian. hope this gives him more fans
570,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Pink beanie Hank Green is so cool
571,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Thought it was Redrama rapping 😁
572,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Ok...have to ask...did you guys listen to the hip hop group 'KNEECAP’ from Northern Ireland and COPY them???!!!!  RIPOFF!
573,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I know this song from imperialhal
574,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Had to come back and listen to this again. I was high on smoke and was too geeked to understand if this is actually how it sounded. Now that I'm sober...fuckin shit goes hard 😂
575,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Rich Brian looks so surprised to see Gravy at the end of the video, I’m convinced he didn’t even know Gravy would show up and that was his genuine reaction."
576,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Why am I so in love with both of them

This is a bop tho oof"
577,bbno$ & Rich Brian - edamame (Official Video) - YouTube,why arent you guys gaurding the castle?
578,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"First time listening to their song, it's good"
579,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I think gravy got lost accidentally
580,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Not bad but what is this when they are in bed together at 1.11
581,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"First time I listened to it, it sounded kinda wacky.

But damn, it is addicting hearing it over and over again."
582,bbno$ & Rich Brian - edamame (Official Video) - YouTube,i am from a musty cow's rocket league montage :)
583,bbno$ & Rich Brian - edamame (Official Video) - YouTube,this sounds like every asian looks.. the same -_-
584,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The cling clang verse sounds so good. The rest of the song is LIT
585,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The New Ubisoft For Honor knights Expansion pack looks litt. Just sayin.
586,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I’m 49 and love this song. Can’t play it loud enough when im driving in my car
587,bbno$ & Rich Brian - edamame (Official Video) - YouTube,It sounds like Drank and drugs song
588,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Dad? Why is my sister's name Rose?""

""That's because your mother loves Roses.""

""Thanks, dad.""

""No problem,bbno$ & Rich Brian - edamame."""
589,bbno$ & Rich Brian - edamame (Official Video) - YouTube,i cant stop listenign to this baby no money
590,bbno$ & Rich Brian - edamame (Official Video) - YouTube,What does shaggy doing here
591,bbno$ & Rich Brian - edamame (Official Video) - YouTube,im very glad spotify reccomend this song......it went FIRE
592,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This is kind of beat is very american
593,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The fellow on the beat is just perfect. Worth of listening to the moon 🌙 🌚 ✨ 👌 😌 💕
594,bbno$ & Rich Brian - edamame (Official Video) - YouTube,GUYS AN ANNOUNCEMENT - NEVER LISTEN TO KASINATH'S RECCOMENDATIONS
595,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I love how the first line in the song is balls hanging low
596,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Yeah, nobody will say nerds can't rock after this...  Its proof we still can't find chicks though.  Yeah..."
597,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Why did i think it was Netherlands at first....?
598,bbno$ & Rich Brian - edamame (Official Video) - YouTube,the rich brian part has potential to blow up on titkok if someone make a trend
599,bbno$ & Rich Brian - edamame (Official Video) - YouTube,comment to boost algorithm as payment for free song
600,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I liked the part when Yung Gravy showed up as Harry Potter
601,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Still waiting for that bbno$ x Yung Gravy x Joji collab;)
602,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Gran Mix ,  Saludos Barrachina Sound Café : https://www.youtube.com/channel/UCEOA2tBidZuRRfXGJJe6YHw"
603,bbno$ & Rich Brian - edamame (Official Video) - YouTube,First time watching the video after listening to this on repeat on Spotify.
604,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Sampled from ""Drank & Drugs from Lil kleine"" ??"
605,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This guy cant make a bad song even if he tried
606,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Nmplol vibing in his gtr brought me here lol
607,bbno$ & Rich Brian - edamame (Official Video) - YouTube,TSMFTX ImperialHal (aka the CEO of competitive Apex) brought me here.
608,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"he name of a culinary preparation of immature soybean pods, boiled in salted water and served whole. Its origin is China, it is also very common in Japan, Taiwan, Hawaii and Korea. In the West, this dish is frequently found in Chinese and Japanese restaurants."
609,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This song slaps harder than My step dad, absolute fire of a song"
610,bbno$ & Rich Brian - edamame (Official Video) - YouTube,brian is the best possible feature to this song
611,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Gravy has the best cameos since Stan Lee
612,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I was always thinking the title was endgame XD
613,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"I listened to this months ago, didn't know it blew up,, 
well deserved, bbno$ and rich brian!"
614,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Coming from ATLAS official
615,bbno$ & Rich Brian - edamame (Official Video) - YouTube,pls keep making this type of music . goodjob yall❤️❤️
616,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This song on repeat for a week and more weeks to go 🔥
617,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Thought this was Idubbez and RiceGum
618,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Congratulations on 5M views! This deserves more than that and I hope this blows up
619,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"this song is so catchy! 🔥💯
it's really good 😍"
620,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Tik Tok brought me here. Just that. Have a fun day!
621,bbno$ & Rich Brian - edamame (Official Video) - YouTube,You can't help but groove to this! 🔥🔥🔥
622,bbno$ & Rich Brian - edamame (Official Video) - YouTube,so the curly haired guy on tik tok who lip syncs this is not the singer. ok.
623,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I love this song and I love how you can tell they were having fun when they recorded this.
624,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"this song keeps playing in my brain haha 🔥

RICH BRIAN 🔥💀"
625,bbno$ & Rich Brian - edamame (Official Video) - YouTube,LOL @ the idiot edits for the radio. Really?
626,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Jeju speakeasy music bar at
"
627,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Love this song! Listening to this while cleaning my room. Boost up my mood. Lol! 🤣 keep on repeating 🔂
628,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Here for the teletubbies
629,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Prambors Top 40 Chart Playlist Update every day

https://www.youtube.com/playlist?list=PLspsHyx-x-mdMdsmqDEbc23rnCkbLJHrh"
630,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The flow on the this is inSANE
631,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Their flows fit with the beat so well, the beat actually makes their voices pop"
632,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"this shows how good both you and brian are when you actually rap, a lot of your songs just don't interest me but this fucking slaps!"
633,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This whole comment section an L
634,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Keep putting out these kind of songs and you’ll dominate the competition 👍👍
635,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Make It Slow But Sure Babyh, Indonesia Ni Boss Salam Dari Binjai..."
636,bbno$ & Rich Brian - edamame (Official Video) - YouTube,All I'm going to say is... gay
637,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"2 days ago i listen to this while on my bike, and now the only thing that I can do now is laying on the bed with arm support attached to my right arm. Cause of that accident I can tell this song is fire🔥"
638,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The sheer chemistry between you two on this track is ridiculous
639,bbno$ & Rich Brian - edamame (Official Video) - YouTube,PhamQuang i hope u like this.
640,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I wrote edamame so many times that my keyboard remembers it
641,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"the duo we never thought we need it.. turns out they're a perfect combo

this is a BANGER🔥🔥"
642,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This is Awesome, Love It!!🖤🖤🖤"
643,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Heard this on the radio and cant stop listening to it every since!
644,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This song so good go up !!! 🔥
645,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This is probably my favorite song from bbno$
646,bbno$ & Rich Brian - edamame (Official Video) - YouTube,this is my favorite  song  it's  just wow  !!!
647,bbno$ & Rich Brian - edamame (Official Video) - YouTube,can we have a sitcom with these guys as the cast? i wanna watch them do funny roommate shit
648,bbno$ & Rich Brian - edamame (Official Video) - YouTube,and i was repeated this song everyday and it makes my day 😁
649,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This shit gets in yo head and burns everything else in it!! Shit, i'm hooked!!!"
650,bbno$ & Rich Brian - edamame (Official Video) - YouTube,The 'cling clang' holds everything in this song
651,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"10 MILLION VIEWS !!!!! I STREAMED THIS SONG AS MUCH AS I COULD AND HERE WE GO, 10 MILLION VIEWS !!! CONGRATS"
652,bbno$ & Rich Brian - edamame (Official Video) - YouTube,These two should stay together. Brilliant
653,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I remember listening to this the day of his show. I was very happy that I could holler the words later that night
654,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This song gets me the same chills as when eminem was popping
655,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Extreamly unique composition . Bad ass track
656,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This could have been the song of the summer. Why’d they release it so late? Great sound.
657,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This just came out and I've already replayed this soo many times
658,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This is LIT!


can't  stop playing this song over and over"
659,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Heard this song in the local radio everyday
660,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I love this song. Also jealous of the gear. Just saying :)
661,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Can someone tell me why I'm so addicted to this song? I literally don't know why...
662,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Heard it on the radio and now I am hooked.
663,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"already dance from the first verse, this is what I called...DOPE...Peace from Indonesia..."
664,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This is fire af, chillin here since 150k views"
665,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I just found out this song on Spotify and I loveeeee it!
666,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I have played this song 300 times(no joke) on my speaker and my ears are bleeding but i still want to listen.
667,bbno$ & Rich Brian - edamame (Official Video) - YouTube,How could you NOT love this song instantly!!!
668,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"""every dreams has a meaning""
My dream :"
669,bbno$ & Rich Brian - edamame (Official Video) - YouTube,this absolute banger of a song and then yall got yung gravy in the video too😳 fucking incredible
670,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"I had no idea this many youtubers listened to my boys, love it"
671,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Discovered bbno$ because of Brian (specifically this song), and now I can't stop listening to his stuff. Thank you brian, very cool"
672,bbno$ & Rich Brian - edamame (Official Video) - YouTube,if only this song was longer!!!
673,bbno$ & Rich Brian - edamame (Official Video) - YouTube,bro you guys NEEEEEEEED to do more collabs
674,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"This song and “Love Me” by Lukaz are literally the only two things getting me through these hard times, thank god for music! I love you guys. <3"
675,bbno$ & Rich Brian - edamame (Official Video) - YouTube,I feel like this song is underrated for some reason
676,bbno$ & Rich Brian - edamame (Official Video) - YouTube,"Guys I really addicted to this song, any recommendations to songs with the same vibes and beats 🤔🧐"
677,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Well done!!! And the choice to throw your plug wizard homie in at the end just mint! Thanks y’all for the quality entertainment
678,bbno$ & Rich Brian - edamame (Official Video) - YouTube,This instrumental is criminal. Temazo.
679,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Long time without good song like this
680,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Im normally not a fan of these types of songs but I have reached an exception
681,bbno$ & Rich Brian - edamame (Official Video) - YouTube,10 seconds in and this is already on the playlist
682,bbno$ & Rich Brian - edamame (Official Video) - YouTube,Whooooooo...........i still can't get over the fact that the lyrics rhyme and sound so hilarious.
683,bbno$ & Rich Brian - edamame (Official Video) - YouTube,i love this song when i`m driving in fortnite  😎
