,yt_title,comment
2881,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I sent this to my ex when he broke up with me & we indeed never got back together. 😏
2882,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Yes, this is my favorite TS song, ""We Are Never Ever..."""
2883,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,She is dedicating this to someone. But we don't know who he is... 😉
2884,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,it would be nice to watch the new video on this song
2885,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Better the ever now !! Time less !! LOve !!
2886,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I knew all the lyrics already 🥺🥺🥺
2887,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Even the call sound is clearer. We really are getting the 2021 version of RED
2888,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I hope this gets a music video too. Taylor's Version music video. 🥲
2889,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"MY CHILDHOOD IS COMING BACK ALL AT ONCE, THANK YOU, TAYLOR 😭"
2890,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This song makes me melt taylor long time ago and joining her fandom
2891,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Still and will always be my fav Taylor Swift song.
2892,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Her voice has getting better, and better."
2893,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"She's a lot more mature now, there's a certain power in her voice that I can't explain. That's why it's her own version, because this is her exactly now."
2894,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"I asked my toxic ex who asked if we ""could try again""
Me: ""you know the titanic?""
Him: ""yeah""??
M: ""so, our relationship is like the Titanic, that ship sailed, and sunk, and is at the bottom of the ocean, never to be resurrected.."""
2895,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,You can tell that she had the best time recording these versions ….. SHE SOUNDS INCREDIBLE
2896,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Yes Tell that to the record company and do your own thing. Wishing you the best. Go Girl!
2897,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"I want Taylor version of 
'Style'"
2898,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Trying to hold back tears rn cause this song slayed again
2899,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"To be honest - better than ,,weeeEEE"" is only: ,,HEY KIDS! SPELLING IS FUN!""."
2900,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Lets be honest, i dont know what's the difference of this version and past version"
2901,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Her Voice is more mature in this Version Which is Great 🥳
2902,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"1:01 
I'm happy that Taylor revised the off pitch of the ''together''
It sounds better!"
2903,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,i love it really thx taylor for that tqm!!!1
2904,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,One of my fond memories during my junior year at high school is that our WHOLE class memorized all the lyrics of this song and we all sang it together and almost got into trouble because the school head happened to pass our class that time! Hahaha
2905,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"isnt this ""wee"" much more savage than the original one ?"
2906,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I m cryingg 😭❤ mannnnn this paid a million worth farewelll to 2021
2907,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"8 year old me can rest easy now, this was her favourite song, and people used to argue with her about the lyrics when she was actually the one getting them right, this is just so nostalgic to me I’m soft 🥲"
2908,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,WE ARE NEVER EVER GETTING BACK TOGETHER ❤
2909,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I remember the first time I'm listed to this song I was 7 and now I'm gonna be 14
2910,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,“…Indie records that much cooler than mine” this probably for jake gyllenhaal😂
2911,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I hope this blown up moreee
2912,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Listening to the album . Is bringing so many beautiful memories . I'm literally happy ,confused and emotional  altogether ."
2913,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,But we always  together Swift ❤️ swiftians ❣️
2914,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I’m crying!!! I love this version sm❣️❣️
2915,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"She sounds like she is no longer bitter about it. Like she just sorta...let it go. And for dat mature change, I like this version better~"
2916,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Yeah, that's what I thought all talk and no show the same thing would of happened to me showing up with no where to go.. well at least we know where we  stand."
2917,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,The way she said “trust me. 🙄🤚🏻” was so cute jdndndhshs I’m loving all of this djejdjdjd
2918,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,We better be switching to this song on our Playlists Swifties we have to stay true to the queen
2919,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"as i grow up, the lyrics are getting more and more understandable and relatable though ive never liked someone before."
2920,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,When u arent in a relationship but sing this pretending u do 🤣
2921,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,4th year HS my favorite song ❤️
2922,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Taylor's team got lazy in typing the whole title lol. (Also, her deep voice just gives me goosebumps. )"
2923,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"it feels like im in high school again, tayloooooooor"
2924,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"The new ""WEEEEEE"" sounded different maybe because it's missing a couple more of the effect where it sounded like a lot of people screaming whereas this one, it's just her and like 2-3 layers of her harmonies."
2925,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,We are never EVER Getting Back Together✨
2926,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,To  be  honest  she is  the  mMusic Industry..........
2927,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,NO ONE COULD UNDERSTAND HOW MUCH I MISS THIS AND THE TIME IT FIRST CAME OUT AND THANKFUL WE GOT TO EXPERIENCE IT AGAINNNN
2928,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I love rhis song and  I know you trouble more than other songs❤❤❤👌👌👌
2929,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I hope she does music videos for them all
2930,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I’m on the bus rn and I had this song stuck in my head sure school starts in like 4 minutes but that’s okay
2931,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This is the first song that I heard from her when I was little and became obsessed. Hearing it now as her version is giving lots of nostalgia 🥺
2932,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"""WHAT?"" is my all time fav line of this song hihi SKL"
2933,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This was the first song I ever heard by taylor when I was 6 if it wasn't for her I wouldnt of found my love for singing. I cant believe it's been 12 years. Thank you mum for forcing me to help you clean the house and putting on the music channel on the TV
2934,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"When,you like this kind of song you never been in a relationship 😪"
2935,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Big machine records: ""you're  amazing artist we've always respected you.""

Taylor Swift: ""we are never getting back together.*"
2936,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I’m wondering if he listening to her indie records now
2937,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"back in 2013, this was the first taylor swift song i ever heard (i was 8 at the time), and i immediately fell in love with her music .... 8 years later and nothing has changed"
2938,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Crazy that this song is actually 9 years old. Like WHAT?!
2939,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I just like the American lifestyle that you are living forever
2940,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I’m here just for that “WeeEE”! Too cute ❤️ love you TayTay 🙌🏻
2941,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"i used to think i’d be a swiftie forever. 

i still do, this is such a bop"
2942,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"back to country genre, so happy"
2943,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Takes me back to second grade 😂😂
Be like.. Weeeeeeee ArE neVeR eVEr evEr getting back together 😉"
2944,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I hope this album gets the grammy it deserved
2945,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Damn! Jake Gyllenhaal really put her through it. 😂
2946,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"That ""We-Eee"" got cuter 9 years later. LoL!"
2947,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Welp she's hard-working enough to write the 10-minute version of All Too Well but lazy enough to not write ""WANEGBT"" fully"
2948,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,These Taylor Versions make me feel like we are living through the era again but this time we are all more mature and grown up 😭😭😍😍 love it so much!
2949,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I love that this kinda looks like  fanmade edit
2950,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"the small ""WEE!"" at every chorus CAN YOU HEAR ME CRYING AT HOW CUTE IT IS"
2951,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"This is that artist who thinks and loves the most about her fans and she prioritises what we love listening! Im so glad to have you as my idol Taylor ❤️ no matter what, I'm always your proud supporter"
2952,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Been listening to her for the last 9 years and I'm so proud of my girl!!!!
2953,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,The fact she has two Indie records now😅😂 Jake seems like the kinda guy who thinks he is better than everyone because of his woke Insta posts and liking of niche movies and music.
2954,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Left my ex the week before. This was appreciated...
2955,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Zayn: what does Taylor swift say when she goes down a slide?
Niall: Weeee
Taylor: No,hold my cats, it's WEEEee"
2956,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Taylor- Letmee make new versions!
Me-Nah!!! I need new Albums!!!"
2957,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Petition for Taylor to star in The Greatest Showman 2
2958,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,The passive aggressiveness in the stolen version was already pretty high and this one is like 📈📈📈
2959,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I REALLY WISH TO MEET TAYLOR SWIFT IN PERSON
2960,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Love the hashtag, mum! ♡"
2961,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,now we wait for 1989 Taylor's version
2962,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I'm obsessed with the slight changes they've made to the production of these songs
2963,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I bet you think about me when you're out at your cool indie music concerts every week🤣😂🥺💀
2964,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I'm so glad I wasn't the only one who started dying at the the WEEE
2965,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Literally my fav song about my ex back then but hey I am single for I think more than 6 years now and I'm happy 😆😄
2966,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I'm crying. This is my first time experiencing an album release after I became a full on Swiftie
2967,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Her ""wheeEEEE"" is so dang cute I'm OBSESSED"
2968,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"All you ever get are 'Taylor's version' 😑 She handpicks guys, yet it's all somehow always their fault 🙄 She is simply not cut out for LTRs, too impossible to please.."
2969,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"I remember jamming out to this during some of the happiest my and saddest days in my life- I started really listening to TS when this song came out because of how relatable I found her music to be. At this time I was working through a break up with a cheater, and it really was the ultimate jam for that time in my life. Here I am now, engaged to the true Lover I was always meant to be with, and I think it’s so cool how all of us can find something that we can all grow from and relate to in Taylor’s music."
2970,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,real life lyrics of this song
2971,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Omg We are never ever getting back together is my favorite and this version sounds so amazing 😍 Taylor Swift is a Queen of music
2972,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,It makes me happy the fact that they fired the person who did what he did to the lyric video of Love Story and hired a new one.
2973,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,i could never be ina  relationship with taylor.. her musical talent would go down hill fast.. who in their right mind would dump her lol
2974,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"This song is never ever ever getting older 
And yes absolutely no doubts... this sounds soooo much better in her current voice... like amazing"
2975,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,people are mad at the wee! bc they said it didn't fit the song 😭 it's always been in there since the stolen version yall just never paid any attention
2976,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"""I'm sorry, I'm busy re-recording my album"""
2977,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"No but the way the song has only gotten b e t t e r with her more mature vocals
Completely and utterly a banger"
2978,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Listening to Taylor was the most productive thing I did Today and I am so proud of it 😊❤
2979,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,First version was Great!  This one is SOOOO MUCH BETTER!!  WEEEEEEEEEE!
2980,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Here I am waiting to breakup with someone for the past 9 years since this song released.
2981,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,After listening to this song I feel like I have to get a boyfriend and then break up with him and blast this song through the window with my ex standing outside
2982,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"The subtle confidence on her delivery of ""some indie record that's MUCH cooler than mine,"" incredible - hope he loved Folklore and Evermore!"
2983,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,My first fav Taylor Swift song!!!
2984,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"1. Taylor Swift - The Country Girl 
2. Fearless - The Teenage Girl 
3. Speak Now - The Princess
4. Red - A Heartbroken Woman"
2985,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,We are never ever getting back to the old version. I love this Taylor's Version so much!
2986,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Like? Who underestimates the raw talent in this lady😏
2987,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Diossss. I'm listening to the whole album with a knot in my throat. I was 10 when Red came out. Taylor, my inner child is too happy to hear this version. Thank you for reviving my childhood and somehow for growing up with me. Love you. Te amo 💕🇦🇷"
2988,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Ok idk if this is anything but we were happy has the same exact tent basically at 0:19 in here, and the beginning kaleidoscope things are pretty similar.... it just gives off the same exact vibes as the we were happy lyric video."
2989,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Is this her singing it again after years? Idk if this makes sense but yea-
2990,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"If not today then after couple of years people would be leaving comments here appreciating your song..they would claim how soulful music used to he once.  
""WEE know that""."
2991,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This is so much better than the original.
2992,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This was the first Taylor song to stuck in my head! ✨ Miss those days!
2993,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,THIS SONG GOT ME A LOT OF CHILDHOOD MEMORIES! OMG TAYLOR 😭🥺
2994,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,If the actions don't match the words then it aint love.
2995,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Me and low self esteem issues are not getting back together ever again !!!!!!🙂🙂🙂🙂🙂🙂🙂
2996,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This has always been a full on musical masterpiece meant for the stage in my head.
2997,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,were all of her songs re-recorded? or just re-posted? im trying to tell the difference between the old version of the songs and the new ones hahaha
2998,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,We are never ever getting back together. My assigned tasks
2999,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"She just keeps better and better (because they never, ever got back together). Meanwhile, Jake is crying on a new 22 year-old's shoulder. 🤣"
3000,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,omg TS looks so cute in the thumbnail pic
3001,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"the bg is quite similar in ""We Were happy"", just noticed."
3002,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,YES GIRL WEEEEE AREEE NEVAH EVAH EVAH GETTING BACK TOGETHER
3003,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,And not fan and  I don't how Taylor does it but I indeed like this version better. Damn. Like....ever
3004,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,the fact that there's no indie record much cooler than taylor's 😭😭😭😭
3005,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Let’s be honest. The “weeeEEE” lives in all of our minds rent free.
3006,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,TAYLOR SWIFT IS THE MUSIC INDUSTRY!
3007,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,2:06 i am obsessed with that little squeak
3008,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"I wonder if he's found ""some Indie records MUCH COOLER THAN"" hers...?"
3009,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Have wanted to send this song to my ex many times
3010,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"I always listen to this before and remember breaking up with my imaginary lover. Yep, hopeless romanticccc HAHAHHAA"
3011,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,TAYLOR SWIFT IS THE MUSIC INDUSTRY
3012,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Hearing 31 years olg Taylor say 

 so he calls me up and he's like, ""I still love you""
And I'm like, I'm just, I mean this is exhausting, you know?"
3013,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Why did she drop the rock drops. 

EDIT: Oh it was never rock drops in the original. There is just something in the production of the first one where it vacuums you to the chorus. And the second half of the chorus of the original has that release of the guitar continuously strumming, here still controlled."
3014,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,i think im gonna become a swiftie now😭
3015,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I didn't know even this song is revised 😯
3016,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,my high school memories are attacking me rn hahaha
3017,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Fact: You searched for it!!🤯💖
3018,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Awww Taylor Tysm for this album when I was three my aunt showed me this album and I instantly fell in love with this song I learned all the lyrics and sang this everywhere and when 1989 came out my aunt took me to the tour and I instantly became a swiftie. Since then you have been my favorite person and 8 hope to see you in person again . I hope you know how much you mean to me. I love you Taylor <3
3019,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,My headphones are growing crazy
3020,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,The schanges of font gives it so much feels lol dont know how to explain
3021,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"admit it. we all sing along with her♥️♥️ mostly the part ""weEe""

this is a masterpiece!!"
3022,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"The ""WEEE"" in this one sounded so different from the original one. It seemed like she was celebrating here with her little ""WEEEE!"""
3023,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Did it ever occur to you that maybe, your style of songs perpetuate your style of songs more so, than you?  Your words make you a hard person to love, because of this nagging contradiction you present ever so subtly within your exact measure of existence as it has been so thus far judged, and gauged, by others."
3024,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,The serenity and nostalgia that comes with the rhythm of this song it's out of this world 🥺👌❤️
3025,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"This is so smart, Taylor Swift is bringing back her best songs. So Nostalgiccccc"
3026,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,We will never ever have a milky brew together.
3027,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,That indie record is folklore and evermore. Yes she envisioned her future. The power of Taylor!  🤣❤️✨
3028,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Praise Jesus....We...eeeee are NEVER EVER...getting back together!!!!¥£    ;) ;)
3029,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,probably one of my least favorites on taylors version
3030,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"I have so many memories with this song, it's beautiful just like taylor, just amazing! <3"
3031,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,no its not same there isnt same energy here
3032,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,The “WEEEEeeee” deserved the 2.5 point deduction. On the entire album.
3033,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This is so nostalgic that I am getting goosebumps as I am listening💞
3034,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Did anyone hear these weird pitches that caused this horrid vibration in your ears? I almost got a migraine. Song sounds amazing but it was just those weird pitches 😰
3035,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,sounds exactly the same but much BETTER⭐️
3036,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,This is the first TSwift song that I've ever heard! A big shout out to this song for bringing Taylor into my life forever!! 😭❤❤
3037,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"a guy : let's getting back together
me : singing taylor swift"
3038,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,but we are never ever ever gettin' back together
3039,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I started to write again because of Taylor
3040,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,All I'm picturing is a chorus of mini Taylors going down a slide: 0:45
3041,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"How somebody can, DON’T SCREAM THISSSSSD"
3042,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"The fact that I've never been in a relationship but knows what it feels to be in love, and then breaking up and then the feeling you get after break up. THANKS TAYLOR"
3043,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I  Think THAT She Should Do LOVER (Taylor's Version) Should Be NEXT
3044,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Mariah Carey and Taylor Swift should do a collaboration song and call it: WeEe Are Never Ever Ever Belonging Back Together
3045,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I think this song sums up the whole re-recording thing 🤭
3046,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I'm also used to saying never say never then I heard this song and I changed my mind
3047,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Dear Taylor:
Your powerful voice never fades away. Like never! ❤"
3048,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"I really want to get back together with my ex-wife, I miss her a-lot. Youtube should ban this song."
3049,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Taylor, if you're reading this can you please tone down the ""WeeEEE""...We know this is possible because of the Me! change. Please I love this song."
3050,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,TAYLOR ALLISON SWIFT IS SERVING I LOVE YOU TAYLOR THE MOST AMAZING HUMAN TO EVER TAKE IN OXYGEN AND GIVE OUT CARBON DIOXIDE
3051,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,I have literally listened and loved Taylor Swift for as long as I remember. She is such an inspiration!
3052,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Who came here for Tylor swift ❤️❤️
3053,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Taylor Swift is getting young day by day
3054,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Not a fan of Taylor, but I grew up listening to the old version of this album and a lot of her music, and I see a lot of people talking about the ""Indie record that's much cooler than mine"" line. Can someone explain this to me? Thanks!"
3055,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,"Remember in the video when the guy gave the scarf to her and walked through the door
So maybe if Jake returned the scarf Taylor would not drag him all around 😂😂😂"
3056,Taylor Swift - We Are Never Ever... (Taylor's Version) (Lyric Video) - YouTube,Love it!  Can I say that at 62 :D
